provider,page,wave_type_label,query_group_label,query
serpapi,5,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serpapi,5,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serpapi,5,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serpapi,5,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serpapi,5,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serper,5,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serper,5,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serper,5,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serper,5,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serper,5,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serper,5,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serper,5,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serper,5,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
bing_serpapi,6,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
bing_serpapi,6,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
bing_serpapi,6,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
bing_serpapi,6,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
bing_serpapi,6,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
bing_serpapi,6,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
bing_serpapi,6,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
bing_serpapi,6,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serpapi,6,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serpapi,6,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serpapi,6,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serpapi,6,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serpapi,6,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serpapi,6,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serpapi,6,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serpapi,6,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serper,6,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serper,6,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serper,6,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serper,6,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serper,6,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serper,6,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serper,6,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serper,6,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
bing_serpapi,7,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
bing_serpapi,7,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
bing_serpapi,7,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
bing_serpapi,7,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
bing_serpapi,7,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
bing_serpapi,7,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
bing_serpapi,7,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
bing_serpapi,7,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serpapi,7,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serpapi,7,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serpapi,7,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serpapi,7,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serpapi,7,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serpapi,7,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serpapi,7,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
serpapi,7,Evidence Core,Evidence Core: automation framework | test automation,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automation framework"" OR ""test automation"") ""ukraine"""
serper,7,Evidence Core,Evidence Core: Python,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""Python"" ""ukraine"""
serper,7,Evidence Core,Evidence Core: automotive | embedded | ADAS,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""automotive"" OR ""embedded"" OR ""ADAS"") ""ukraine"""
serper,7,Evidence Core,Evidence Core: CAN,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""CAN"" ""ukraine"""
serper,7,Evidence Core,Evidence Core: Git | logs | virtual environments,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Git"" OR ""logs"" OR ""virtual environments"") ""ukraine"""
serper,7,Evidence Core,Evidence Core: BDD,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") ""BDD"" ""ukraine"""
serper,7,Evidence Core,Evidence Core: Python | pytest,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Python"" OR ""pytest"") ""ukraine"""
serper,7,Evidence Core,Evidence Core: Selenium | Playwright | Cypress,"site:linkedin.com/in/ ""Automation"" (""Engineer"" OR ""QA"" OR ""Tester"" OR ""Test Engineer"" OR ""SDET"") (""Selenium"" OR ""Playwright"" OR ""Cypress"") ""ukraine"""
